date,request,memory,cpu
4/26/2019 22:15,81945,13.38%,4.10%
4/26/2019 22:20,73027,13.34%,3.65%
4/26/2019 22:25,85546,13.40%,4.28%
4/26/2019 22:30,63069,13.29%,3.15%
4/26/2019 22:35,62569,13.29%,3.13%
4/26/2019 22:40,69205,13.32%,3.46%
4/26/2019 22:45,55316,13.26%,2.77%
4/26/2019 22:50,47583,13.22%,2.38%
4/26/2019 22:55,53971,13.25%,2.70%
4/26/2019 23:00,61551,13.29%,3.08%
4/26/2019 23:05,54075,13.25%,2.70%
4/26/2019 23:10,45577,13.21%,2.28%
4/26/2019 23:15,48038,13.22%,2.40%
4/26/2019 23:20,44629,13.21%,2.23%
4/26/2019 23:25,55728,13.26%,2.79%
4/26/2019 23:30,42364,13.20%,2.12%
4/26/2019 23:35,39396,13.18%,1.97%
4/26/2019 23:40,42133,13.20%,2.11%
4/26/2019 23:45,47041,13.22%,2.35%
4/26/2019 23:50,41798,13.20%,2.09%
4/26/2019 23:55,43552,13.20%,2.18%
4/27/2019 0:00,25456,13.12%,1.27%
4/27/2019 0:05,28356,13.13%,1.42%
4/27/2019 0:10,41325,13.19%,2.07%
4/27/2019 0:15,38407,13.18%,1.92%
4/27/2019 0:20,29020,13.14%,1.45%
4/27/2019 0:25,36681,13.17%,1.83%
4/27/2019 0:30,37852,13.18%,1.89%
4/27/2019 0:35,30675,13.14%,1.53%
4/27/2019 0:40,28547,13.13%,1.43%
4/27/2019 0:45,25875,13.12%,1.29%
4/27/2019 0:50,27309,13.13%,1.37%
4/27/2019 0:55,40813,13.19%,2.04%
4/27/2019 1:00,34921,13.16%,1.75%
4/27/2019 1:05,19230,13.09%,0.96%
4/27/2019 1:10,27719,13.13%,1.39%
4/27/2019 1:15,24221,13.11%,1.21%
4/27/2019 1:20,22767,13.11%,1.14%
4/27/2019 1:25,29497,13.14%,1.47%
4/27/2019 1:30,31605,13.15%,1.58%
4/27/2019 1:35,36120,13.17%,1.81%
4/27/2019 1:40,34746,13.16%,1.74%
4/27/2019 1:45,21420,13.10%,1.07%
4/27/2019 1:50,22662,13.11%,1.13%
4/27/2019 1:55,20199,13.09%,1.01%
4/27/2019 2:00,33351,13.16%,1.67%
4/27/2019 2:05,19383,13.09%,0.97%
4/27/2019 2:10,24100,13.11%,1.21%
4/27/2019 2:15,34991,13.16%,1.75%
4/27/2019 2:20,31078,13.15%,1.55%
4/27/2019 2:25,25000,13.12%,1.25%
4/27/2019 2:30,15828,13.07%,0.79%
4/27/2019 2:35,27777,13.13%,1.39%
4/27/2019 2:40,18784,13.09%,0.94%
4/27/2019 2:45,23914,13.11%,1.20%
4/27/2019 2:50,24700,13.12%,1.24%
4/27/2019 2:55,30490,13.14%,1.52%
4/27/2019 3:00,31863,13.15%,1.59%
4/27/2019 3:05,28667,13.13%,1.43%
4/27/2019 3:10,20077,13.09%,1.00%
4/27/2019 3:15,26853,13.13%,1.34%
4/27/2019 3:20,26881,13.13%,1.34%
4/27/2019 3:25,21994,13.10%,1.10%
4/27/2019 3:30,33618,13.16%,1.68%
4/27/2019 3:35,36485,13.17%,1.82%
4/27/2019 3:40,30276,13.14%,1.51%
4/27/2019 3:45,30858,13.14%,1.54%
4/27/2019 3:50,24979,13.12%,1.25%
4/27/2019 3:55,23272,13.11%,1.16%
4/27/2019 4:00,16384,13.08%,0.82%
4/27/2019 4:05,32563,13.15%,1.63%
4/27/2019 4:10,26473,13.12%,1.32%
4/27/2019 4:15,27251,13.13%,1.36%
4/27/2019 4:20,32075,13.15%,1.60%
4/27/2019 4:25,16741,13.08%,0.84%
4/27/2019 4:30,16055,13.07%,0.80%
4/27/2019 4:35,30018,13.14%,1.50%
4/27/2019 4:40,19617,13.09%,0.98%
4/27/2019 4:45,31415,13.15%,1.57%
4/27/2019 4:50,17399,13.08%,0.87%
4/27/2019 4:55,29971,13.14%,1.50%
4/27/2019 5:00,22542,13.11%,1.13%
4/27/2019 5:05,20902,13.10%,1.05%
4/27/2019 5:10,21382,13.10%,1.07%
4/27/2019 5:15,19268,13.09%,0.96%
4/27/2019 5:20,15743,13.07%,0.79%
4/27/2019 5:25,12315,13.06%,0.62%
4/27/2019 5:30,17821,13.08%,0.89%
4/27/2019 5:35,26398,13.12%,1.32%
4/27/2019 5:40,28133,13.13%,1.41%
4/27/2019 5:45,25085,13.12%,1.25%
4/27/2019 5:50,24612,13.11%,1.23%
4/27/2019 5:55,29667,13.14%,1.48%
4/27/2019 6:00,25384,13.12%,1.27%
4/27/2019 6:05,28738,13.13%,1.44%
4/27/2019 6:10,17106,13.08%,0.86%
4/27/2019 6:15,17775,13.08%,0.89%
4/27/2019 6:20,18310,13.09%,0.92%
4/27/2019 6:25,21375,13.10%,1.07%
4/27/2019 6:30,28780,13.13%,1.44%
4/27/2019 6:35,38510,13.18%,1.93%
4/27/2019 6:40,33825,13.16%,1.69%
4/27/2019 6:45,27670,13.13%,1.38%
4/27/2019 6:50,20753,13.10%,1.04%
4/27/2019 6:55,46164,13.22%,2.31%
4/27/2019 7:00,27992,13.13%,1.40%
4/27/2019 7:05,26427,13.12%,1.32%
4/27/2019 7:10,28228,13.13%,1.41%
4/27/2019 7:15,26588,13.12%,1.33%
4/27/2019 7:20,48226,13.23%,2.41%
4/27/2019 7:25,32280,13.15%,1.61%
4/27/2019 7:30,51938,13.24%,2.60%
4/27/2019 7:35,42238,13.20%,2.11%
4/27/2019 7:40,58049,13.27%,2.90%
4/27/2019 7:45,88065,13.41%,4.40%
4/27/2019 7:50,146584,13.68%,7.33%
4/27/2019 7:55,266457,14.24%,13.32%
4/27/2019 8:00,294312,14.37%,14.72%
4/27/2019 8:05,307035,14.43%,15.35%
4/27/2019 8:10,317351,14.48%,15.87%
4/27/2019 8:15,346265,14.62%,17.31%
4/27/2019 8:20,407643,14.90%,20.38%
4/27/2019 8:25,502095,15.34%,25.10%
4/27/2019 8:30,510593,15.38%,25.53%
4/27/2019 8:35,570669,15.66%,28.53%
4/27/2019 8:40,604275,15.82%,30.21%
4/27/2019 8:45,638099,15.98%,31.90%
4/27/2019 8:50,715655,16.34%,35.78%
4/27/2019 8:55,771136,16.60%,38.56%
4/27/2019 9:00,774253,16.61%,38.71%
4/27/2019 9:05,806400,16.76%,40.32%
4/27/2019 9:10,812850,16.79%,40.64%
4/27/2019 9:15,824332,16.85%,41.22%
4/27/2019 9:20,832790,16.89%,41.64%
4/27/2019 9:25,858715,17.01%,42.94%
4/27/2019 9:30,855253,16.99%,42.76%
4/27/2019 9:35,885221,17.13%,44.26%
4/27/2019 9:40,900315,17.20%,45.02%
4/27/2019 9:45,920734,17.30%,46.04%
4/27/2019 9:50,934956,17.36%,46.75%
4/27/2019 9:55,956366,17.46%,47.82%
4/27/2019 10:00,974111,17.55%,48.71%
4/27/2019 10:05,972730,17.54%,48.64%
4/27/2019 10:10,999943,17.67%,50.00%
4/27/2019 10:15,1022474,17.77%,51.12%
4/27/2019 10:20,1004094,17.69%,50.20%
4/27/2019 10:25,1010427,17.72%,50.52%
4/27/2019 10:30,1008932,17.71%,50.45%
4/27/2019 10:35,975142,17.55%,48.76%
4/27/2019 10:40,988085,17.61%,49.40%
4/27/2019 10:45,1004618,17.69%,50.23%
4/27/2019 10:50,1014765,17.74%,50.74%
4/27/2019 10:55,998355,17.66%,49.92%
4/27/2019 11:00,992120,17.63%,49.61%
4/27/2019 11:05,981689,17.58%,49.08%
4/27/2019 11:10,980345,17.57%,49.02%
4/27/2019 11:15,957343,17.47%,47.87%
4/27/2019 11:20,973084,17.54%,48.65%
4/27/2019 11:25,971504,17.53%,48.58%
4/27/2019 11:30,944836,17.41%,47.24%
4/27/2019 11:35,913123,17.26%,45.66%
4/27/2019 11:40,931134,17.35%,46.56%
4/27/2019 11:45,914877,17.27%,45.74%
4/27/2019 11:50,926018,17.32%,46.30%
4/27/2019 11:55,916248,17.28%,45.81%
4/27/2019 12:00,869844,17.06%,43.49%
4/27/2019 12:05,860987,17.02%,43.05%
4/27/2019 12:10,832449,16.88%,41.62%
4/27/2019 12:15,800427,16.74%,40.02%
4/27/2019 12:20,770053,16.59%,38.50%
4/27/2019 12:25,757006,16.53%,37.85%
4/27/2019 12:30,717462,16.35%,35.87%
4/27/2019 12:35,715155,16.34%,35.76%
4/27/2019 12:40,706676,16.30%,35.33%
4/27/2019 12:45,683204,16.19%,34.16%
4/27/2019 12:50,723145,16.37%,36.16%
4/27/2019 12:55,726950,16.39%,36.35%
4/27/2019 13:00,696463,16.25%,34.82%
4/27/2019 13:05,702500,16.28%,35.13%
4/27/2019 13:10,696988,16.25%,34.85%
4/27/2019 13:15,683199,16.19%,34.16%
4/27/2019 13:20,683834,16.19%,34.19%
4/27/2019 13:25,692697,16.23%,34.63%
4/27/2019 13:30,690328,16.22%,34.52%
4/27/2019 13:35,703808,16.28%,35.19%
4/27/2019 13:40,713650,16.33%,35.68%
4/27/2019 13:45,702430,16.28%,35.12%
4/27/2019 13:50,747314,16.49%,37.37%
4/27/2019 13:55,799554,16.73%,39.98%
4/27/2019 14:00,808363,16.77%,40.42%
4/27/2019 14:05,820681,16.83%,41.03%
4/27/2019 14:10,879180,17.10%,43.96%
4/27/2019 14:15,898001,17.19%,44.90%
4/27/2019 14:20,902255,17.21%,45.11%
4/27/2019 14:25,954417,17.45%,47.72%
4/27/2019 14:30,959490,17.48%,47.97%
4/27/2019 14:35,940377,17.39%,47.02%
4/27/2019 14:40,965356,17.50%,48.27%
4/27/2019 14:45,965567,17.51%,48.28%
4/27/2019 14:50,992038,17.63%,49.60%
4/27/2019 14:55,999082,17.66%,49.95%
4/27/2019 15:00,1015917,17.74%,50.80%
4/27/2019 15:05,991516,17.63%,49.58%
4/27/2019 15:10,990711,17.62%,49.54%
4/27/2019 15:15,1000436,17.67%,50.02%
4/27/2019 15:20,988198,17.61%,49.41%
4/27/2019 15:25,1024401,17.78%,51.22%
4/27/2019 15:30,1018757,17.75%,50.94%
4/27/2019 15:35,996776,17.65%,49.84%
4/27/2019 15:40,1001225,17.67%,50.06%
4/27/2019 15:45,1016240,17.74%,50.81%
4/27/2019 15:50,1020866,17.76%,51.04%
4/27/2019 15:55,1008894,17.71%,50.44%
4/27/2019 16:00,998400,17.66%,49.92%
4/27/2019 16:05,1011247,17.72%,50.56%
4/27/2019 16:10,995470,17.65%,49.77%
4/27/2019 16:15,985631,17.60%,49.28%
4/27/2019 16:20,984418,17.59%,49.22%
4/27/2019 16:25,974788,17.55%,48.74%
4/27/2019 16:30,995197,17.64%,49.76%
4/27/2019 16:35,977508,17.56%,48.88%
4/27/2019 16:40,1001274,17.67%,50.06%
4/27/2019 16:45,981848,17.58%,49.09%
4/27/2019 16:50,1011016,17.72%,50.55%
4/27/2019 16:55,988963,17.62%,49.45%
4/27/2019 17:00,986501,17.60%,49.33%
4/27/2019 17:05,962013,17.49%,48.10%
4/27/2019 17:10,947324,17.42%,47.37%
4/27/2019 17:15,940637,17.39%,47.03%
4/27/2019 17:20,921618,17.30%,46.08%
4/27/2019 17:25,912691,17.26%,45.63%
4/27/2019 17:30,872940,17.07%,43.65%
4/27/2019 17:35,860180,17.01%,43.01%
4/27/2019 17:40,861600,17.02%,43.08%
4/27/2019 17:45,848670,16.96%,42.43%
4/27/2019 17:50,811793,16.79%,40.59%
4/27/2019 17:55,802388,16.74%,40.12%
4/27/2019 18:00,745718,16.48%,37.29%
4/27/2019 18:05,738590,16.45%,36.93%
4/27/2019 18:10,696486,16.25%,34.82%
4/27/2019 18:15,689211,16.22%,34.46%
4/27/2019 18:20,661700,16.09%,33.09%
4/27/2019 18:25,667269,16.11%,33.36%
4/27/2019 18:30,650261,16.03%,32.51%
4/27/2019 18:35,627554,15.93%,31.38%
4/27/2019 18:40,620269,15.89%,31.01%
4/27/2019 18:45,600072,15.80%,30.00%
4/27/2019 18:50,616363,15.88%,30.82%
4/27/2019 18:55,615371,15.87%,30.77%
4/27/2019 19:00,599320,15.80%,29.97%
4/27/2019 19:05,572998,15.67%,28.65%
4/27/2019 19:10,569169,15.66%,28.46%
4/27/2019 19:15,553855,15.58%,27.69%
4/27/2019 19:20,555164,15.59%,27.76%
4/27/2019 19:25,546473,15.55%,27.32%
4/27/2019 19:30,548260,15.56%,27.41%
4/27/2019 19:35,535032,15.50%,26.75%
4/27/2019 19:40,518794,15.42%,25.94%
4/27/2019 19:45,508017,15.37%,25.40%
4/27/2019 19:50,504318,15.35%,25.22%
4/27/2019 19:55,487729,15.28%,24.39%
4/27/2019 20:00,495534,15.31%,24.78%
4/27/2019 20:05,490360,15.29%,24.52%
4/27/2019 20:10,474944,15.22%,23.75%
4/27/2019 20:15,476254,15.22%,23.81%
4/27/2019 20:20,481583,15.25%,24.08%
4/27/2019 20:25,462313,15.16%,23.12%
4/27/2019 20:30,440260,15.05%,22.01%
4/27/2019 20:35,435885,15.03%,21.79%
4/27/2019 20:40,441550,15.06%,22.08%
4/27/2019 20:45,410204,14.91%,20.51%
4/27/2019 20:50,404398,14.89%,20.22%
4/27/2019 20:55,387386,14.81%,19.37%
4/27/2019 21:00,382902,14.79%,19.15%
4/27/2019 21:05,365933,14.71%,18.30%
4/27/2019 21:10,349704,14.63%,17.49%
4/27/2019 21:15,344396,14.61%,17.22%
4/27/2019 21:20,340470,14.59%,17.02%
4/27/2019 21:25,321756,14.50%,16.09%
4/27/2019 21:30,315571,14.47%,15.78%
4/27/2019 21:35,293131,14.37%,14.66%
4/27/2019 21:40,288419,14.35%,14.42%
4/27/2019 21:45,277956,14.30%,13.90%
4/27/2019 21:50,256451,14.20%,12.82%
4/27/2019 21:55,182224,13.85%,9.11%
4/27/2019 22:00,126531,13.59%,6.33%
4/27/2019 22:05,108682,13.51%,5.43%
4/27/2019 22:10,112045,13.52%,5.60%
4/27/2019 22:15,105167,13.49%,5.26%
4/27/2019 22:20,94795,13.44%,4.74%
4/27/2019 22:25,80081,13.37%,4.00%
4/27/2019 22:30,84617,13.39%,4.23%
4/27/2019 22:35,86030,13.40%,4.30%
4/27/2019 22:40,75713,13.35%,3.79%
4/27/2019 22:45,72997,13.34%,3.65%
4/27/2019 22:50,68360,13.32%,3.42%
4/27/2019 22:55,56717,13.26%,2.84%
4/27/2019 23:00,59047,13.28%,2.95%
4/27/2019 23:05,54151,13.25%,2.71%
4/27/2019 23:10,64737,13.30%,3.24%
4/27/2019 23:15,67656,13.32%,3.38%
4/27/2019 23:20,62428,13.29%,3.12%
4/27/2019 23:25,60619,13.28%,3.03%
4/27/2019 23:30,61765,13.29%,3.09%
4/27/2019 23:35,64163,13.30%,3.21%
4/27/2019 23:40,45490,13.21%,2.27%
4/27/2019 23:45,45291,13.21%,2.26%
4/27/2019 23:50,42418,13.20%,2.12%
4/27/2019 23:55,39074,13.18%,1.95%
4/28/2019 0:00,42995,13.20%,2.15%
4/28/2019 0:05,49670,13.23%,2.48%
4/28/2019 0:10,44278,13.21%,2.21%
4/28/2019 0:15,50501,13.24%,2.53%
4/28/2019 0:20,48657,13.23%,2.43%
4/28/2019 0:25,37265,13.17%,1.86%
4/28/2019 0:30,37873,13.18%,1.89%
4/28/2019 0:35,34439,13.16%,1.72%
4/28/2019 0:40,35671,13.17%,1.78%
4/28/2019 0:45,34829,13.16%,1.74%
4/28/2019 0:50,38310,13.18%,1.92%
4/28/2019 0:55,41291,13.19%,2.06%
4/28/2019 1:00,41914,13.20%,2.10%
4/28/2019 1:05,36275,13.17%,1.81%
4/28/2019 1:10,41902,13.20%,2.10%
4/28/2019 1:15,33569,13.16%,1.68%
4/28/2019 1:20,46598,13.22%,2.33%
4/28/2019 1:25,34805,13.16%,1.74%
4/28/2019 1:30,35984,13.17%,1.80%
4/28/2019 1:35,35042,13.16%,1.75%
4/28/2019 1:40,41121,13.19%,2.06%
4/28/2019 1:45,27237,13.13%,1.36%
4/28/2019 1:50,35898,13.17%,1.79%
4/28/2019 1:55,40031,13.19%,2.00%
4/28/2019 2:00,40446,13.19%,2.02%
4/28/2019 2:05,44087,13.21%,2.20%
4/28/2019 2:10,46390,13.22%,2.32%
4/28/2019 2:15,43271,13.20%,2.16%
4/28/2019 2:20,26635,13.12%,1.33%
4/28/2019 2:25,39712,13.19%,1.99%
4/28/2019 2:30,39529,13.18%,1.98%
4/28/2019 2:35,33247,13.16%,1.66%
4/28/2019 2:40,38101,13.18%,1.91%
4/28/2019 2:45,33636,13.16%,1.68%
4/28/2019 2:50,43663,13.20%,2.18%
4/28/2019 2:55,38200,13.18%,1.91%
4/28/2019 3:00,42161,13.20%,2.11%
4/28/2019 3:05,31759,13.15%,1.59%
4/28/2019 3:10,43603,13.20%,2.18%
4/28/2019 3:15,39332,13.18%,1.97%
4/28/2019 3:20,36976,13.17%,1.85%
4/28/2019 3:25,44012,13.21%,2.20%
4/28/2019 3:30,52153,13.24%,2.61%
4/28/2019 3:35,33742,13.16%,1.69%
4/28/2019 3:40,38987,13.18%,1.95%
4/28/2019 3:45,34124,13.16%,1.71%
4/28/2019 3:50,36630,13.17%,1.83%
4/28/2019 3:55,41577,13.19%,2.08%
4/28/2019 4:00,28618,13.13%,1.43%
4/28/2019 4:05,45551,13.21%,2.28%
4/28/2019 4:10,38493,13.18%,1.92%
4/28/2019 4:15,30091,13.14%,1.50%
4/28/2019 4:20,29783,13.14%,1.49%
4/28/2019 4:25,38029,13.18%,1.90%
4/28/2019 4:30,28925,13.13%,1.45%
4/28/2019 4:35,41635,13.19%,2.08%
4/28/2019 4:40,44153,13.21%,2.21%
4/28/2019 4:45,28636,13.13%,1.43%
4/28/2019 4:50,28594,13.13%,1.43%
4/28/2019 4:55,30047,13.14%,1.50%
4/28/2019 5:00,32460,13.15%,1.62%
4/28/2019 5:05,25441,13.12%,1.27%
4/28/2019 5:10,32935,13.15%,1.65%
4/28/2019 5:15,29243,13.14%,1.46%
4/28/2019 5:20,42728,13.20%,2.14%
4/28/2019 5:25,36014,13.17%,1.80%
4/28/2019 5:30,27691,13.13%,1.38%
4/28/2019 5:35,38193,13.18%,1.91%
4/28/2019 5:40,33783,13.16%,1.69%
4/28/2019 5:45,40377,13.19%,2.02%
4/28/2019 5:50,43641,13.20%,2.18%
4/28/2019 5:55,37195,13.17%,1.86%
4/28/2019 6:00,30110,13.14%,1.51%
4/28/2019 6:05,30671,13.14%,1.53%
4/28/2019 6:10,32315,13.15%,1.62%
4/28/2019 6:15,28909,13.13%,1.45%
4/28/2019 6:20,31404,13.15%,1.57%
4/28/2019 6:25,33861,13.16%,1.69%
4/28/2019 6:30,38589,13.18%,1.93%
4/28/2019 6:35,27881,13.13%,1.39%
4/28/2019 6:40,46148,13.22%,2.31%
4/28/2019 6:45,47941,13.22%,2.40%
4/28/2019 6:50,43040,13.20%,2.15%
4/28/2019 6:55,48176,13.22%,2.41%
4/28/2019 7:00,51798,13.24%,2.59%
4/28/2019 7:05,49194,13.23%,2.46%
4/28/2019 7:10,45704,13.21%,2.29%
4/28/2019 7:15,43624,13.20%,2.18%
4/28/2019 7:20,58314,13.27%,2.92%
4/28/2019 7:25,63077,13.29%,3.15%
4/28/2019 7:30,51069,13.24%,2.55%
4/28/2019 7:35,72983,13.34%,3.65%
4/28/2019 7:40,84397,13.39%,4.22%
4/28/2019 7:45,99373,13.46%,4.97%
4/28/2019 7:50,156148,13.73%,7.81%
4/28/2019 7:55,273276,14.28%,13.66%
4/28/2019 8:00,299682,14.40%,14.98%
4/28/2019 8:05,317908,14.48%,15.90%
4/28/2019 8:10,328363,14.53%,16.42%
4/28/2019 8:15,344917,14.61%,17.25%
4/28/2019 8:20,413373,14.93%,20.67%
4/28/2019 8:25,501232,15.34%,25.06%
4/28/2019 8:30,533350,15.49%,26.67%
4/28/2019 8:35,573419,15.68%,28.67%
4/28/2019 8:40,614022,15.87%,30.70%
4/28/2019 8:45,643540,16.00%,32.18%
4/28/2019 8:50,686496,16.20%,34.32%
4/28/2019 8:55,746651,16.48%,37.33%
4/28/2019 9:00,784835,16.66%,39.24%
4/28/2019 9:05,797677,16.72%,39.88%
4/28/2019 9:10,814048,16.80%,40.70%
4/28/2019 9:15,819790,16.83%,40.99%
4/28/2019 9:20,853769,16.98%,42.69%
4/28/2019 9:25,874143,17.08%,43.71%
4/28/2019 9:30,879128,17.10%,43.96%
4/28/2019 9:35,889522,17.15%,44.48%
4/28/2019 9:40,903659,17.22%,45.18%
4/28/2019 9:45,896147,17.18%,44.81%
4/28/2019 9:50,919828,17.29%,45.99%
4/28/2019 9:55,945942,17.41%,47.30%
4/28/2019 10:00,970774,17.53%,48.54%
4/28/2019 10:05,979554,17.57%,48.98%
4/28/2019 10:10,983131,17.59%,49.16%
4/28/2019 10:15,983732,17.59%,49.19%
4/28/2019 10:20,999926,17.67%,50.00%
4/28/2019 10:25,988407,17.61%,49.42%
4/28/2019 10:30,970667,17.53%,48.53%
4/28/2019 10:35,980145,17.57%,49.01%
4/28/2019 10:40,991902,17.63%,49.60%
4/28/2019 10:45,1010403,17.72%,50.52%
4/28/2019 10:50,989282,17.62%,49.46%
4/28/2019 10:55,970756,17.53%,48.54%
4/28/2019 11:00,946003,17.41%,47.30%
4/28/2019 11:05,961664,17.49%,48.08%
4/28/2019 11:10,969921,17.53%,48.50%
4/28/2019 11:15,968925,17.52%,48.45%
4/28/2019 11:20,954941,17.46%,47.75%
4/28/2019 11:25,958242,17.47%,47.91%
4/28/2019 11:30,922982,17.31%,46.15%
4/28/2019 11:35,952228,17.44%,47.61%
4/28/2019 11:40,919152,17.29%,45.96%
4/28/2019 11:45,921987,17.30%,46.10%
4/28/2019 11:50,884218,17.13%,44.21%
4/28/2019 11:55,873645,17.08%,43.68%
4/28/2019 12:00,819337,16.82%,40.97%
4/28/2019 12:05,802371,16.74%,40.12%
4/28/2019 12:10,806914,16.77%,40.35%
4/28/2019 12:15,774296,16.61%,38.71%
4/28/2019 12:20,746520,16.48%,37.33%
4/28/2019 12:25,707719,16.30%,35.39%
4/28/2019 12:30,676262,16.16%,33.81%
4/28/2019 12:35,668763,16.12%,33.44%
4/28/2019 12:40,674768,16.15%,33.74%
4/28/2019 12:45,671839,16.14%,33.59%
4/28/2019 12:50,669402,16.12%,33.47%
4/28/2019 12:55,667180,16.11%,33.36%
4/28/2019 13:00,645430,16.01%,32.27%
4/28/2019 13:05,674161,16.15%,33.71%
4/28/2019 13:10,645112,16.01%,32.26%
4/28/2019 13:15,639265,15.98%,31.96%
4/28/2019 13:20,655598,16.06%,32.78%
4/28/2019 13:25,676432,16.16%,33.82%
4/28/2019 13:30,688199,16.21%,34.41%
4/28/2019 13:35,673447,16.14%,33.67%
4/28/2019 13:40,672596,16.14%,33.63%
4/28/2019 13:45,681492,16.18%,34.07%
4/28/2019 13:50,709162,16.31%,35.46%
4/28/2019 13:55,780529,16.64%,39.03%
4/28/2019 14:00,786167,16.67%,39.31%
4/28/2019 14:05,814518,16.80%,40.73%
4/28/2019 14:10,846268,16.95%,42.31%
4/28/2019 14:15,879191,17.10%,43.96%
4/28/2019 14:20,890483,17.16%,44.52%
4/28/2019 14:25,906091,17.23%,45.30%
4/28/2019 14:30,922183,17.30%,46.11%
4/28/2019 14:35,919248,17.29%,45.96%
4/28/2019 14:40,914655,17.27%,45.73%
4/28/2019 14:45,914565,17.27%,45.73%
4/28/2019 14:50,944025,17.41%,47.20%
4/28/2019 14:55,943594,17.40%,47.18%
4/28/2019 15:00,930610,17.34%,46.53%
4/28/2019 15:05,944949,17.41%,47.25%
4/28/2019 15:10,950918,17.44%,47.55%
4/28/2019 15:15,933138,17.35%,46.66%
4/28/2019 15:20,929039,17.34%,46.45%
4/28/2019 15:25,942624,17.40%,47.13%
4/28/2019 15:30,902229,17.21%,45.11%
4/28/2019 15:35,888320,17.15%,44.42%
4/28/2019 15:40,895732,17.18%,44.79%
4/28/2019 15:45,913732,17.26%,45.69%
4/28/2019 15:50,925528,17.32%,46.28%
4/28/2019 15:55,889230,17.15%,44.46%
4/28/2019 16:00,885786,17.13%,44.29%
4/28/2019 16:05,899220,17.20%,44.96%
4/28/2019 16:10,927721,17.33%,46.39%
4/28/2019 16:15,928194,17.33%,46.41%
4/28/2019 16:20,909799,17.25%,45.49%
4/28/2019 16:25,933577,17.36%,46.68%
4/28/2019 16:30,935735,17.37%,46.79%
4/28/2019 16:35,942070,17.40%,47.10%
4/28/2019 16:40,932551,17.35%,46.63%
4/28/2019 16:45,940884,17.39%,47.04%
4/28/2019 16:50,952649,17.45%,47.63%
4/28/2019 16:55,912319,17.26%,45.62%
4/28/2019 17:00,889730,17.15%,44.49%
4/28/2019 17:05,894088,17.17%,44.70%
4/28/2019 17:10,877499,17.09%,43.87%
4/28/2019 17:15,847731,16.96%,42.39%
4/28/2019 17:20,860803,17.02%,43.04%
4/28/2019 17:25,825868,16.85%,41.29%
4/28/2019 17:30,822456,16.84%,41.12%
4/28/2019 17:35,806995,16.77%,40.35%
4/28/2019 17:40,781190,16.65%,39.06%
4/28/2019 17:45,775682,16.62%,38.78%
4/28/2019 17:50,747606,16.49%,37.38%
4/28/2019 17:55,732404,16.42%,36.62%
4/28/2019 18:00,695692,16.25%,34.78%
4/28/2019 18:05,683564,16.19%,34.18%
4/28/2019 18:10,653513,16.05%,32.68%
4/28/2019 18:15,619843,15.89%,30.99%
4/28/2019 18:20,628905,15.93%,31.45%
4/28/2019 18:25,600519,15.80%,30.03%
4/28/2019 18:30,585006,15.73%,29.25%
4/28/2019 18:35,559704,15.61%,27.99%
4/28/2019 18:40,553360,15.58%,27.67%
4/28/2019 18:45,560307,15.61%,28.02%
4/28/2019 18:50,564939,15.64%,28.25%
4/28/2019 18:55,560431,15.62%,28.02%
4/28/2019 19:00,547044,15.55%,27.35%
4/28/2019 19:05,531874,15.48%,26.59%
4/28/2019 19:10,526400,15.46%,26.32%
4/28/2019 19:15,528371,15.47%,26.42%
4/28/2019 19:20,521799,15.44%,26.09%
4/28/2019 19:25,501066,15.34%,25.05%
4/28/2019 19:30,491607,15.29%,24.58%
4/28/2019 19:35,479311,15.24%,23.97%
4/28/2019 19:40,484095,15.26%,24.20%
4/28/2019 19:45,472886,15.21%,23.64%
4/28/2019 19:50,461720,15.15%,23.09%
4/28/2019 19:55,466311,15.18%,23.32%
4/28/2019 20:00,456129,15.13%,22.81%
4/28/2019 20:05,431134,15.01%,21.56%
4/28/2019 20:10,432206,15.02%,21.61%
4/28/2019 20:15,422468,14.97%,21.12%
4/28/2019 20:20,429145,15.00%,21.46%
4/28/2019 20:25,409644,14.91%,20.48%
4/28/2019 20:30,392481,14.83%,19.62%
4/28/2019 20:35,378035,14.76%,18.90%
4/28/2019 20:40,396649,14.85%,19.83%
4/28/2019 20:45,405998,14.89%,20.30%
4/28/2019 20:50,374479,14.75%,18.72%
4/28/2019 20:55,362552,14.69%,18.13%
4/28/2019 21:00,359508,14.68%,17.98%
4/28/2019 21:05,350595,14.64%,17.53%
4/28/2019 21:10,337610,14.58%,16.88%
4/28/2019 21:15,319936,14.49%,16.00%
4/28/2019 21:20,319622,14.49%,15.98%
4/28/2019 21:25,296938,14.39%,14.85%
4/28/2019 21:30,295719,14.38%,14.79%
4/28/2019 21:35,282104,14.32%,14.11%
4/28/2019 21:40,266221,14.24%,13.31%
4/28/2019 21:45,255971,14.19%,12.80%
4/28/2019 21:50,238569,14.11%,11.93%
4/28/2019 21:55,161357,13.75%,8.07%
4/28/2019 22:00,109124,13.51%,5.46%
4/28/2019 22:05,92743,13.43%,4.64%
4/28/2019 22:10,83395,13.39%,4.17%
4/28/2019 22:15,78371,13.37%,3.92%
4/28/2019 22:20,87968,13.41%,4.40%
4/28/2019 22:25,72266,13.34%,3.61%
4/28/2019 22:30,83412,13.39%,4.17%
4/28/2019 22:35,59647,13.28%,2.98%
4/28/2019 22:40,77341,13.36%,3.87%
